	S.Agona_03	S.Agona_01	S.Enteritidis_04	S.Agona_02	S.GoldCoast_02	S.Enteritidis_03	S.GoldCoast_03	S.Enteritidis_01	S.GoldCoast_01	S.Enteritidis_02
group_2163	b5f8a1b6cf8f6299dfb3cae1dd05d0d33ebbccce52b40ca022a59ba553c01538	b5f8a1b6cf8f6299dfb3cae1dd05d0d33ebbccce52b40ca022a59ba553c01538	5cfbed1c3fad974ef5c860b7ad6ba3d909ad69991fefa1cf7d9c83439d05098e	b5f8a1b6cf8f6299dfb3cae1dd05d0d33ebbccce52b40ca022a59ba553c01538	58e50b5f92a1bae1f4a2a42449308cf9f44d6a3054daae8a44aefab564eb8c43	5cfbed1c3fad974ef5c860b7ad6ba3d909ad69991fefa1cf7d9c83439d05098e	58e50b5f92a1bae1f4a2a42449308cf9f44d6a3054daae8a44aefab564eb8c43	5cfbed1c3fad974ef5c860b7ad6ba3d909ad69991fefa1cf7d9c83439d05098e	58e50b5f92a1bae1f4a2a42449308cf9f44d6a3054daae8a44aefab564eb8c43	5cfbed1c3fad974ef5c860b7ad6ba3d909ad69991fefa1cf7d9c83439d05098e
group_2190	9bbd8da3473a04c7b1380312de0b23fb6f170439c85b8cf9e02b6403a3b343fd	68bf554d93181dca807e1403fe6809b557c46b57ec0658d094f1b5548c011ef0	d3f5c31646c9a46f6c1e1358a258fbc530cc7ad5c54ec36616a841cfe26dcdc8	9bbd8da3473a04c7b1380312de0b23fb6f170439c85b8cf9e02b6403a3b343fd	dd5ff718c8f222d547910d71d44ca19bf358c7c4eaea0973e9860f1a796c9d48	d3f5c31646c9a46f6c1e1358a258fbc530cc7ad5c54ec36616a841cfe26dcdc8	dd5ff718c8f222d547910d71d44ca19bf358c7c4eaea0973e9860f1a796c9d48	d3f5c31646c9a46f6c1e1358a258fbc530cc7ad5c54ec36616a841cfe26dcdc8	dd5ff718c8f222d547910d71d44ca19bf358c7c4eaea0973e9860f1a796c9d48	d3f5c31646c9a46f6c1e1358a258fbc530cc7ad5c54ec36616a841cfe26dcdc8
group_2194	e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23	e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23		e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23	e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23		e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23		e5c488c3214abb3e43b7dc566d8a32089b72ac0e2fc9bcdedbe1b226959a3f23	
group_2195	e50f1f2bee9f4e8f13a269b656f3fe95aba9e80148b3acdf54beeededac212e3	e50f1f2bee9f4e8f13a269b656f3fe95aba9e80148b3acdf54beeededac212e3	d1911581f2d1af3b4b8ce16193484c25dc8a63288758365d286a3f9334500544	e50f1f2bee9f4e8f13a269b656f3fe95aba9e80148b3acdf54beeededac212e3	ff9f1ef43cc44d208514e21ab8e018f2a72ac785d82bc9c0f890451f9a0f74e6	d1911581f2d1af3b4b8ce16193484c25dc8a63288758365d286a3f9334500544	ff9f1ef43cc44d208514e21ab8e018f2a72ac785d82bc9c0f890451f9a0f74e6	d1911581f2d1af3b4b8ce16193484c25dc8a63288758365d286a3f9334500544	ff9f1ef43cc44d208514e21ab8e018f2a72ac785d82bc9c0f890451f9a0f74e6	d1911581f2d1af3b4b8ce16193484c25dc8a63288758365d286a3f9334500544
group_2206	d979547351e68f16b5dd910cf816c3fa28c412a5ca5d76eb91de24eb8b31d1b3	d979547351e68f16b5dd910cf816c3fa28c412a5ca5d76eb91de24eb8b31d1b3	4d2a51021c3b2dec7015fe14a8ed9424692d5938f064b0493142852779776a87	d979547351e68f16b5dd910cf816c3fa28c412a5ca5d76eb91de24eb8b31d1b3	1f1169e54c8894bd7a335d530922647bd9c060a416fb53858337fc623d137e06	4d2a51021c3b2dec7015fe14a8ed9424692d5938f064b0493142852779776a87	1f1169e54c8894bd7a335d530922647bd9c060a416fb53858337fc623d137e06	4d2a51021c3b2dec7015fe14a8ed9424692d5938f064b0493142852779776a87	1f1169e54c8894bd7a335d530922647bd9c060a416fb53858337fc623d137e06	4d2a51021c3b2dec7015fe14a8ed9424692d5938f064b0493142852779776a87
group_2234	251f2680704f000591c7b84f4c4ddf0dbeba390f4e3a5eab428b2b99796b8efc	251f2680704f000591c7b84f4c4ddf0dbeba390f4e3a5eab428b2b99796b8efc	ab34316407f96f08a04ece7a224f7e5d901edce5caace143df75a78074527084	251f2680704f000591c7b84f4c4ddf0dbeba390f4e3a5eab428b2b99796b8efc	b759f201b3d44456f9d75bb047a5262303c95aca76bf1a50b5f3773aeee64639	ab34316407f96f08a04ece7a224f7e5d901edce5caace143df75a78074527084	b759f201b3d44456f9d75bb047a5262303c95aca76bf1a50b5f3773aeee64639	ab34316407f96f08a04ece7a224f7e5d901edce5caace143df75a78074527084	b759f201b3d44456f9d75bb047a5262303c95aca76bf1a50b5f3773aeee64639	ab34316407f96f08a04ece7a224f7e5d901edce5caace143df75a78074527084
group_2258	133384ee17b0978e3ba1060e53b3a024b607b6089602fcd156eecd6c57ef26c4	133384ee17b0978e3ba1060e53b3a024b607b6089602fcd156eecd6c57ef26c4	5fe0b25f139b6d4659133425ce123cffb23a07d8e3df3eb1b723af2a9e2783d8	133384ee17b0978e3ba1060e53b3a024b607b6089602fcd156eecd6c57ef26c4	0f33af38de8969c76d20340c1def689db1a4be7ba5b7db27ae487ba20cc9019b	5fe0b25f139b6d4659133425ce123cffb23a07d8e3df3eb1b723af2a9e2783d8	0f33af38de8969c76d20340c1def689db1a4be7ba5b7db27ae487ba20cc9019b	5fe0b25f139b6d4659133425ce123cffb23a07d8e3df3eb1b723af2a9e2783d8	0f33af38de8969c76d20340c1def689db1a4be7ba5b7db27ae487ba20cc9019b	5fe0b25f139b6d4659133425ce123cffb23a07d8e3df3eb1b723af2a9e2783d8
group_2264	59583d2c6c54c1ea0b8721310abf02e7d55b1735eddd9b21b0ba9119540db551	59583d2c6c54c1ea0b8721310abf02e7d55b1735eddd9b21b0ba9119540db551	9c5f4d782b8bf4cc2f577288886f16e1aad92c1869fbc0adf9d9917e009f3fa8	59583d2c6c54c1ea0b8721310abf02e7d55b1735eddd9b21b0ba9119540db551	cce7327f33d35a932ea1886cfbbbeb9c88a8a0d9f03131d041f7065d5a5310a6	9c5f4d782b8bf4cc2f577288886f16e1aad92c1869fbc0adf9d9917e009f3fa8	cce7327f33d35a932ea1886cfbbbeb9c88a8a0d9f03131d041f7065d5a5310a6	9c5f4d782b8bf4cc2f577288886f16e1aad92c1869fbc0adf9d9917e009f3fa8	cce7327f33d35a932ea1886cfbbbeb9c88a8a0d9f03131d041f7065d5a5310a6	9c5f4d782b8bf4cc2f577288886f16e1aad92c1869fbc0adf9d9917e009f3fa8
group_2273	5863676c831937ddf4fb67aa00e15ddf5b603fbf572bbdf8c89a9c0eac84a9c0	5863676c831937ddf4fb67aa00e15ddf5b603fbf572bbdf8c89a9c0eac84a9c0	f5c9a6c10dc79cbb7a9c117a0b06af6a58f8e840cce5d38e59c90947ec7dd464	5863676c831937ddf4fb67aa00e15ddf5b603fbf572bbdf8c89a9c0eac84a9c0	56161ece402a48506d31119e225d334d3b049482f98306f7a01df16819c39ad4	f5c9a6c10dc79cbb7a9c117a0b06af6a58f8e840cce5d38e59c90947ec7dd464	56161ece402a48506d31119e225d334d3b049482f98306f7a01df16819c39ad4	f5c9a6c10dc79cbb7a9c117a0b06af6a58f8e840cce5d38e59c90947ec7dd464	56161ece402a48506d31119e225d334d3b049482f98306f7a01df16819c39ad4	f5c9a6c10dc79cbb7a9c117a0b06af6a58f8e840cce5d38e59c90947ec7dd464
group_2275	3c701588846123a0e6c70ee290f29e00f8b2936d0ef922458eb8a37798c27353	3c701588846123a0e6c70ee290f29e00f8b2936d0ef922458eb8a37798c27353	5da1a472b455c948a79e2102cf46f4980439f7f191acc811201eac7bfb8a0dde	3c701588846123a0e6c70ee290f29e00f8b2936d0ef922458eb8a37798c27353	6c7be50e580c3263a20f4150051c5a4c8d3828444d6e63f762e87fe22bf6c791	5da1a472b455c948a79e2102cf46f4980439f7f191acc811201eac7bfb8a0dde	6c7be50e580c3263a20f4150051c5a4c8d3828444d6e63f762e87fe22bf6c791	5da1a472b455c948a79e2102cf46f4980439f7f191acc811201eac7bfb8a0dde	6c7be50e580c3263a20f4150051c5a4c8d3828444d6e63f762e87fe22bf6c791	5da1a472b455c948a79e2102cf46f4980439f7f191acc811201eac7bfb8a0dde
group_2323	63b564e60fea9baa8bacd7bdf5dd423c947f5971e5cdfe111c39bdb0296a5bdd	63b564e60fea9baa8bacd7bdf5dd423c947f5971e5cdfe111c39bdb0296a5bdd	8c8463792fd943ea6e669f3175881ce579bb23a47be97f57abdd29dbe15b9404	63b564e60fea9baa8bacd7bdf5dd423c947f5971e5cdfe111c39bdb0296a5bdd	7094b29949c7e013f5b259eb31e44bd32fa7eeca68eba56d571dcdc4dd21230a	8c8463792fd943ea6e669f3175881ce579bb23a47be97f57abdd29dbe15b9404	7094b29949c7e013f5b259eb31e44bd32fa7eeca68eba56d571dcdc4dd21230a	8c8463792fd943ea6e669f3175881ce579bb23a47be97f57abdd29dbe15b9404	7094b29949c7e013f5b259eb31e44bd32fa7eeca68eba56d571dcdc4dd21230a	8c8463792fd943ea6e669f3175881ce579bb23a47be97f57abdd29dbe15b9404
group_2335	3e5b27b92ce27d51790f3fe73c19a842b176767fda52ca06f9f6431710c08a0e	3e5b27b92ce27d51790f3fe73c19a842b176767fda52ca06f9f6431710c08a0e	9f967394099630094d52b845e2fe5f0add2c77c2c2511b431a04f1d097d4483e	3e5b27b92ce27d51790f3fe73c19a842b176767fda52ca06f9f6431710c08a0e	74a48ca91d50bf9a318913c5be0698d869d9eba38a87a7c4f6d61ca302bb47bb	9f967394099630094d52b845e2fe5f0add2c77c2c2511b431a04f1d097d4483e	74a48ca91d50bf9a318913c5be0698d869d9eba38a87a7c4f6d61ca302bb47bb	9f967394099630094d52b845e2fe5f0add2c77c2c2511b431a04f1d097d4483e	74a48ca91d50bf9a318913c5be0698d869d9eba38a87a7c4f6d61ca302bb47bb	9f967394099630094d52b845e2fe5f0add2c77c2c2511b431a04f1d097d4483e
group_2336	3447981a1fc578d2586b1a02ad62e117511905aeb796a0063440e7e0289ad636	3447981a1fc578d2586b1a02ad62e117511905aeb796a0063440e7e0289ad636	2a760124118f1a3e6c4a0eb14e96b672d43be25c4da0da6058dd9e5d9554a531	3447981a1fc578d2586b1a02ad62e117511905aeb796a0063440e7e0289ad636	0ef8247e905105af6199d607ba36a7043066eaef9714d2ac4eab9e3552053263	2a760124118f1a3e6c4a0eb14e96b672d43be25c4da0da6058dd9e5d9554a531	0ef8247e905105af6199d607ba36a7043066eaef9714d2ac4eab9e3552053263	2a760124118f1a3e6c4a0eb14e96b672d43be25c4da0da6058dd9e5d9554a531	0ef8247e905105af6199d607ba36a7043066eaef9714d2ac4eab9e3552053263	2a760124118f1a3e6c4a0eb14e96b672d43be25c4da0da6058dd9e5d9554a531
group_2366	7ccc42b79f3ded5a1842c01f85206eb4c0979aeda1d7337bf4327a23d01e8b5c	7ccc42b79f3ded5a1842c01f85206eb4c0979aeda1d7337bf4327a23d01e8b5c	44e2011525b7899fb73fc573035786efacaa4aff92602a51479d5fd2f6b6ff57	7ccc42b79f3ded5a1842c01f85206eb4c0979aeda1d7337bf4327a23d01e8b5c	5582578e95bf41afe941c53893271193a892044606713c4a9bae778090426cc2	44e2011525b7899fb73fc573035786efacaa4aff92602a51479d5fd2f6b6ff57	5582578e95bf41afe941c53893271193a892044606713c4a9bae778090426cc2	44e2011525b7899fb73fc573035786efacaa4aff92602a51479d5fd2f6b6ff57	5582578e95bf41afe941c53893271193a892044606713c4a9bae778090426cc2	44e2011525b7899fb73fc573035786efacaa4aff92602a51479d5fd2f6b6ff57
group_2371	0c86f471d33ded5c74d6432595d1e90446189ef088da49b37c4656eb4100068c	0c86f471d33ded5c74d6432595d1e90446189ef088da49b37c4656eb4100068c	feba24b592a7e40008367b32657e3c14994a1f80394529c96f557e68d0fcc6a7	0c86f471d33ded5c74d6432595d1e90446189ef088da49b37c4656eb4100068c	6c59c5a77f9a0ff9ac6d7ed21ae798262132f9e882a32ad2927337e3dc156c8c	feba24b592a7e40008367b32657e3c14994a1f80394529c96f557e68d0fcc6a7	6c59c5a77f9a0ff9ac6d7ed21ae798262132f9e882a32ad2927337e3dc156c8c	feba24b592a7e40008367b32657e3c14994a1f80394529c96f557e68d0fcc6a7	6c59c5a77f9a0ff9ac6d7ed21ae798262132f9e882a32ad2927337e3dc156c8c	feba24b592a7e40008367b32657e3c14994a1f80394529c96f557e68d0fcc6a7
group_2375	54c10a72da8789285e02cd8b19572c3a478dd15e23829abe0444928be5fac098	54c10a72da8789285e02cd8b19572c3a478dd15e23829abe0444928be5fac098	cb9e34a18a38692016327bda22ca7a93557108023cfbae3f7b80e7f998bad5a5	54c10a72da8789285e02cd8b19572c3a478dd15e23829abe0444928be5fac098	38a8dbf557d0ae92eaddad86c08a46c28d270762a9886f06c00c1d53f6db91b9	cb9e34a18a38692016327bda22ca7a93557108023cfbae3f7b80e7f998bad5a5	38a8dbf557d0ae92eaddad86c08a46c28d270762a9886f06c00c1d53f6db91b9	cb9e34a18a38692016327bda22ca7a93557108023cfbae3f7b80e7f998bad5a5	38a8dbf557d0ae92eaddad86c08a46c28d270762a9886f06c00c1d53f6db91b9	cb9e34a18a38692016327bda22ca7a93557108023cfbae3f7b80e7f998bad5a5
group_2380	d1221509eed731eeed1d6141388ee2c6b1198b6a1d9b153ec2aa480c569a49c1	d1221509eed731eeed1d6141388ee2c6b1198b6a1d9b153ec2aa480c569a49c1	f50a55d54f310d0a20e167d4bf5a35c3652041b403fe020964e66f968048e955	d1221509eed731eeed1d6141388ee2c6b1198b6a1d9b153ec2aa480c569a49c1	aca68961e9c25573e8cc0f46cf3cf00e1740cb4c9dd57b65610b8c9058559cd4	f50a55d54f310d0a20e167d4bf5a35c3652041b403fe020964e66f968048e955	aca68961e9c25573e8cc0f46cf3cf00e1740cb4c9dd57b65610b8c9058559cd4	f50a55d54f310d0a20e167d4bf5a35c3652041b403fe020964e66f968048e955	aca68961e9c25573e8cc0f46cf3cf00e1740cb4c9dd57b65610b8c9058559cd4	f50a55d54f310d0a20e167d4bf5a35c3652041b403fe020964e66f968048e955
group_2383	16269ab2fc22347cd2e02568c4236e1a9c4a3cab263b02b81db72f192dc3e436	16269ab2fc22347cd2e02568c4236e1a9c4a3cab263b02b81db72f192dc3e436	778d86ecb8a8383751dab2e7097db610fd19b758a2cd0d00ce6338a320ab7174	16269ab2fc22347cd2e02568c4236e1a9c4a3cab263b02b81db72f192dc3e436	14c1e82d27b8bb443d0bc30887f77d71bff6c80913d6342156c287ee6a499fcf	778d86ecb8a8383751dab2e7097db610fd19b758a2cd0d00ce6338a320ab7174	14c1e82d27b8bb443d0bc30887f77d71bff6c80913d6342156c287ee6a499fcf	778d86ecb8a8383751dab2e7097db610fd19b758a2cd0d00ce6338a320ab7174	14c1e82d27b8bb443d0bc30887f77d71bff6c80913d6342156c287ee6a499fcf	778d86ecb8a8383751dab2e7097db610fd19b758a2cd0d00ce6338a320ab7174
group_239	39b2ee97471e6710203fd9bf3dd664eaff3da4e9edce55751787cbf11f4b7d8d	39b2ee97471e6710203fd9bf3dd664eaff3da4e9edce55751787cbf11f4b7d8d	41707d4e38174d6cbf1c3a917f4d49be7120bacce431641682513447dff3c409	39b2ee97471e6710203fd9bf3dd664eaff3da4e9edce55751787cbf11f4b7d8d	b32ce0e570717f0741ec6e1a03825dea00b9396db3a61cb678cea7e23f69d2de	41707d4e38174d6cbf1c3a917f4d49be7120bacce431641682513447dff3c409	b32ce0e570717f0741ec6e1a03825dea00b9396db3a61cb678cea7e23f69d2de	41707d4e38174d6cbf1c3a917f4d49be7120bacce431641682513447dff3c409	aabe3e4125955ddde208bce9c382abf4848bd3e9112aab241596f7fbfa5f25f3	41707d4e38174d6cbf1c3a917f4d49be7120bacce431641682513447dff3c409
group_2392	40cbea709eebd729065b3b05cf28257a21dc91d74931daea2cf61480d6e8c445	40cbea709eebd729065b3b05cf28257a21dc91d74931daea2cf61480d6e8c445	5d62b8f66890ac0733e478e04ec936584b3e2ed9a023dfb9bb4545d70758d191	40cbea709eebd729065b3b05cf28257a21dc91d74931daea2cf61480d6e8c445	42f1f52ffc9b7cbbde04e1a7cb3b472ee7b3cf9191750e62d60ea39c502879de	5d62b8f66890ac0733e478e04ec936584b3e2ed9a023dfb9bb4545d70758d191	42f1f52ffc9b7cbbde04e1a7cb3b472ee7b3cf9191750e62d60ea39c502879de	5d62b8f66890ac0733e478e04ec936584b3e2ed9a023dfb9bb4545d70758d191	535644f53e063dbabf5a79686c7e55c8f5403974e53137dc80c0d9195a14249a	5d62b8f66890ac0733e478e04ec936584b3e2ed9a023dfb9bb4545d70758d191
group_2396	232a78dc7d1b960f006cc7661fead9ee6c2499bb733abd3d767585e81865160e	232a78dc7d1b960f006cc7661fead9ee6c2499bb733abd3d767585e81865160e	03e0890a72ca08561ad2db43bb148dd5cb7bf497caf4e96f4a95aa9fdef29adb	232a78dc7d1b960f006cc7661fead9ee6c2499bb733abd3d767585e81865160e	bc0bd9bb65393dec0d4cca6b47dab35bdd6c5bebb169aa8ea9f4e7e7497cf1c2	03e0890a72ca08561ad2db43bb148dd5cb7bf497caf4e96f4a95aa9fdef29adb	bc0bd9bb65393dec0d4cca6b47dab35bdd6c5bebb169aa8ea9f4e7e7497cf1c2	03e0890a72ca08561ad2db43bb148dd5cb7bf497caf4e96f4a95aa9fdef29adb	bc0bd9bb65393dec0d4cca6b47dab35bdd6c5bebb169aa8ea9f4e7e7497cf1c2	03e0890a72ca08561ad2db43bb148dd5cb7bf497caf4e96f4a95aa9fdef29adb
group_2400	092664cdd68c0ff0cd9a7d3ee51e3ea3864b373fc61d3a9e7231b43eeebcc4e9	092664cdd68c0ff0cd9a7d3ee51e3ea3864b373fc61d3a9e7231b43eeebcc4e9	3fe172ae99e603af27fa1e00e963e7f02ea6fc2508b0728ff442f0691f3290fa	092664cdd68c0ff0cd9a7d3ee51e3ea3864b373fc61d3a9e7231b43eeebcc4e9	8713543ff263a05eed71d415bb30f8cbb431d0d7ea0bdf11886b286c7caf64cc	3fe172ae99e603af27fa1e00e963e7f02ea6fc2508b0728ff442f0691f3290fa	8713543ff263a05eed71d415bb30f8cbb431d0d7ea0bdf11886b286c7caf64cc	3fe172ae99e603af27fa1e00e963e7f02ea6fc2508b0728ff442f0691f3290fa	8713543ff263a05eed71d415bb30f8cbb431d0d7ea0bdf11886b286c7caf64cc	3fe172ae99e603af27fa1e00e963e7f02ea6fc2508b0728ff442f0691f3290fa
group_2404	f2a0ada9f753d5e8f050d5e7ab23c7557d403b3d262227f7317759e2cd20670c	f2a0ada9f753d5e8f050d5e7ab23c7557d403b3d262227f7317759e2cd20670c	4a36ed896d6e616b7631769049cd172632d699774c6d7130de5c297eaf4a5a49	f2a0ada9f753d5e8f050d5e7ab23c7557d403b3d262227f7317759e2cd20670c	c06181f9763507ad398f8f91b47bfba14dcefe563b27e14a120057f85158945a	4a36ed896d6e616b7631769049cd172632d699774c6d7130de5c297eaf4a5a49	c06181f9763507ad398f8f91b47bfba14dcefe563b27e14a120057f85158945a	4a36ed896d6e616b7631769049cd172632d699774c6d7130de5c297eaf4a5a49	c06181f9763507ad398f8f91b47bfba14dcefe563b27e14a120057f85158945a	4a36ed896d6e616b7631769049cd172632d699774c6d7130de5c297eaf4a5a49
group_2412	3716b7fddb90ecf3ab90ec78605b6b31fcbb3c96df70c6684f667b510b473fde	3716b7fddb90ecf3ab90ec78605b6b31fcbb3c96df70c6684f667b510b473fde	98626ec80e0617dfaa3c79b665399788e0e0abf7d1176c6e504257a67fe637b1	3716b7fddb90ecf3ab90ec78605b6b31fcbb3c96df70c6684f667b510b473fde	d123f762e12dccebdefefa62b622f483ba0ee155f927c3a37b807f0d7fec1a9a	98626ec80e0617dfaa3c79b665399788e0e0abf7d1176c6e504257a67fe637b1	d123f762e12dccebdefefa62b622f483ba0ee155f927c3a37b807f0d7fec1a9a	98626ec80e0617dfaa3c79b665399788e0e0abf7d1176c6e504257a67fe637b1	d123f762e12dccebdefefa62b622f483ba0ee155f927c3a37b807f0d7fec1a9a	98626ec80e0617dfaa3c79b665399788e0e0abf7d1176c6e504257a67fe637b1
group_2414	7d8af5f741a53fc8f6f07b86e8747c4038e44d9776b587627f56b57b714cd4e2	7d8af5f741a53fc8f6f07b86e8747c4038e44d9776b587627f56b57b714cd4e2	e70987864640b23b2ff90dc00b6ea1af98863291a52158f08754d4298e6d13b4	7d8af5f741a53fc8f6f07b86e8747c4038e44d9776b587627f56b57b714cd4e2	e288d30ee9dc0bb1128b1efd0ec44ba2fed1d66c381dde4b6f41f8dbcc496c07	e70987864640b23b2ff90dc00b6ea1af98863291a52158f08754d4298e6d13b4	e288d30ee9dc0bb1128b1efd0ec44ba2fed1d66c381dde4b6f41f8dbcc496c07	e70987864640b23b2ff90dc00b6ea1af98863291a52158f08754d4298e6d13b4	e288d30ee9dc0bb1128b1efd0ec44ba2fed1d66c381dde4b6f41f8dbcc496c07	e70987864640b23b2ff90dc00b6ea1af98863291a52158f08754d4298e6d13b4
group_2416	123d7f23db53c9330b5742d6b794131d681f431eecf3bf66760f9895738839cb	123d7f23db53c9330b5742d6b794131d681f431eecf3bf66760f9895738839cb	ce7e10db9ade71fa78a5d605530cc352699621cd4501798686521ef26f79105a	123d7f23db53c9330b5742d6b794131d681f431eecf3bf66760f9895738839cb	776994822f3f82997db8a42daa0025fba2b98d7adc68131743c2aca9f319bc65	ce7e10db9ade71fa78a5d605530cc352699621cd4501798686521ef26f79105a	776994822f3f82997db8a42daa0025fba2b98d7adc68131743c2aca9f319bc65	ce7e10db9ade71fa78a5d605530cc352699621cd4501798686521ef26f79105a	776994822f3f82997db8a42daa0025fba2b98d7adc68131743c2aca9f319bc65	ce7e10db9ade71fa78a5d605530cc352699621cd4501798686521ef26f79105a
group_2418	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	44378e2069278133968cb0189a1ec964a4fd9c029e91b664ffae570c2949dd4b	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	44378e2069278133968cb0189a1ec964a4fd9c029e91b664ffae570c2949dd4b	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	44378e2069278133968cb0189a1ec964a4fd9c029e91b664ffae570c2949dd4b	b586a47c38784000938e990daafd4eed8fb21063223e2f4da9789b0aa66c2508	44378e2069278133968cb0189a1ec964a4fd9c029e91b664ffae570c2949dd4b
group_2438	d480f45d93e6c31ec4eaee89aa96de9b1df0d0ceee444dd4a65e5c30f97cd813	d480f45d93e6c31ec4eaee89aa96de9b1df0d0ceee444dd4a65e5c30f97cd813	5f1dbed0d23241c84c8b358f6b842bd81b69997154967397e49a59ee70abff03	d480f45d93e6c31ec4eaee89aa96de9b1df0d0ceee444dd4a65e5c30f97cd813	94256fe90221d1d9db4d1633d2c85758dcb1f457253b7e32e6923ff87c0d3221	5f1dbed0d23241c84c8b358f6b842bd81b69997154967397e49a59ee70abff03	94256fe90221d1d9db4d1633d2c85758dcb1f457253b7e32e6923ff87c0d3221	5f1dbed0d23241c84c8b358f6b842bd81b69997154967397e49a59ee70abff03	94256fe90221d1d9db4d1633d2c85758dcb1f457253b7e32e6923ff87c0d3221	5f1dbed0d23241c84c8b358f6b842bd81b69997154967397e49a59ee70abff03
group_2441	71c45c6180cfe8dc57ea52a81e15eb79c1f9a5495a5de03f3cd941b4a397b3f8	71c45c6180cfe8dc57ea52a81e15eb79c1f9a5495a5de03f3cd941b4a397b3f8	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	71c45c6180cfe8dc57ea52a81e15eb79c1f9a5495a5de03f3cd941b4a397b3f8	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434	9c2f97531c28020eaa1624a6688734c11f38a402aeb282e2fd8c8406c119c434
group_2461	12296d1553200a16bf80094e769459fdbed5c9a29d19f77dc381516e58ba48fd	12296d1553200a16bf80094e769459fdbed5c9a29d19f77dc381516e58ba48fd	eddb4e4a21dedeb4571bb03241dc5fcd457418392b3769c3ecc8bdbd0817d24d	12296d1553200a16bf80094e769459fdbed5c9a29d19f77dc381516e58ba48fd	d5f6e551e3c19c1690feef6169ba43534e3c4a0dc0f97cc8b47cf01535bb0045	eddb4e4a21dedeb4571bb03241dc5fcd457418392b3769c3ecc8bdbd0817d24d	d5f6e551e3c19c1690feef6169ba43534e3c4a0dc0f97cc8b47cf01535bb0045	eddb4e4a21dedeb4571bb03241dc5fcd457418392b3769c3ecc8bdbd0817d24d	d5f6e551e3c19c1690feef6169ba43534e3c4a0dc0f97cc8b47cf01535bb0045	eddb4e4a21dedeb4571bb03241dc5fcd457418392b3769c3ecc8bdbd0817d24d
group_2480	699fcf4fe8ef21d4b9ad2e91808dae27bbbe97a27fea0ddabfbc098b27aeec92	699fcf4fe8ef21d4b9ad2e91808dae27bbbe97a27fea0ddabfbc098b27aeec92	84633bdfdd5f9f35ceb3b348b22adace3e397cfc606d1035a2f339c47f35b92a	699fcf4fe8ef21d4b9ad2e91808dae27bbbe97a27fea0ddabfbc098b27aeec92	ccac72119ee8ba08736628562b081d72dc8fd84d1ae25890cdddfb4effe0668d	84633bdfdd5f9f35ceb3b348b22adace3e397cfc606d1035a2f339c47f35b92a	ccac72119ee8ba08736628562b081d72dc8fd84d1ae25890cdddfb4effe0668d	84633bdfdd5f9f35ceb3b348b22adace3e397cfc606d1035a2f339c47f35b92a	ccac72119ee8ba08736628562b081d72dc8fd84d1ae25890cdddfb4effe0668d	84633bdfdd5f9f35ceb3b348b22adace3e397cfc606d1035a2f339c47f35b92a
group_2485	0f02d99d0dc1798238617da2275b4cce1abfe17bc9e282ce9a391b9c85eacf7d	0f02d99d0dc1798238617da2275b4cce1abfe17bc9e282ce9a391b9c85eacf7d	06d0f1236e1b3bec3b8fdc03b925fa078aa6b14cbd5bcf07eb8231136328347c	0f02d99d0dc1798238617da2275b4cce1abfe17bc9e282ce9a391b9c85eacf7d	4eab135a5c67e502da4f7e069bd620780c640c2db00c23b01423227fa40725ad	06d0f1236e1b3bec3b8fdc03b925fa078aa6b14cbd5bcf07eb8231136328347c	4eab135a5c67e502da4f7e069bd620780c640c2db00c23b01423227fa40725ad	06d0f1236e1b3bec3b8fdc03b925fa078aa6b14cbd5bcf07eb8231136328347c	4eab135a5c67e502da4f7e069bd620780c640c2db00c23b01423227fa40725ad	06d0f1236e1b3bec3b8fdc03b925fa078aa6b14cbd5bcf07eb8231136328347c
